relation,source,target
r_dns_a,Domain_86af61c15178bdd92a06e9fc8ec155a0c0c88d27343b99d4ac0dd4197bdc8561,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_cert,Domain_7068cdb622677081bd866918fba932cf2b0a00e963c2cb722eec4899705773eb,Cert_e77f8e5dafef3d6fb569c5d1bd5e4ab65bc2f9acb4a15df1a2b49492b2a86c28
r_subdomain,Domain_7068cdb622677081bd866918fba932cf2b0a00e963c2cb722eec4899705773eb,Domain_a2d45635cb80ea880d926b6adecd09426a8aa36c0464826079efa9d33c14008a
r_dns_a,Domain_7068cdb622677081bd866918fba932cf2b0a00e963c2cb722eec4899705773eb,IP_6b89dc91187023a5f7683e4d5c0da1cc133abc109dfcf7091daf6fca3fa15e13
r_cname,Domain_7068cdb622677081bd866918fba932cf2b0a00e963c2cb722eec4899705773eb,Domain_7ca2095c57948f984bd50622005b235b28b271ebe5218a00bb12448fd2a5522a
r_cert,Domain_69a6c3267c06a2ba0acad1b62116dac0a0b0290625970034ae3de3347e901455,Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff
r_subdomain,Domain_69a6c3267c06a2ba0acad1b62116dac0a0b0290625970034ae3de3347e901455,Domain_b6db015205a0c3dab86f107c649923e64d0ac0a7bf64580927838f288d402b73
r_dns_a,Domain_69a6c3267c06a2ba0acad1b62116dac0a0b0290625970034ae3de3347e901455,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe
r_cname,Domain_69a6c3267c06a2ba0acad1b62116dac0a0b0290625970034ae3de3347e901455,Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee
r_cert,Domain_a9e33ba2dfd9ee01038a77147b8450bdea9515edc12b33b69339133e1f327075,Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff
r_subdomain,Domain_a9e33ba2dfd9ee01038a77147b8450bdea9515edc12b33b69339133e1f327075,Domain_b9e39952caa2c2e6022fd7d54af9ae778491dac1bf5cffbd4d0e9bd20beb22f1
r_dns_a,Domain_a9e33ba2dfd9ee01038a77147b8450bdea9515edc12b33b69339133e1f327075,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe
r_cname,Domain_a9e33ba2dfd9ee01038a77147b8450bdea9515edc12b33b69339133e1f327075,Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee
r_cname,Domain_19434d12b71f19037a5e7c5ec0bf54facedd9ac6d8119cc40ea7128337c29f8d,Domain_6a19fab92c060e934e3531769d30771e53ac1a672690cf0e2e9fe1bf65c1d723
r_dns_a,Domain_19434d12b71f19037a5e7c5ec0bf54facedd9ac6d8119cc40ea7128337c29f8d,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_19434d12b71f19037a5e7c5ec0bf54facedd9ac6d8119cc40ea7128337c29f8d,IP_88ff1d58ba6c74b8b885f8be7dd46bb207255f1ca612ec2dcb08206bef76739f
r_dns_a,Domain_6ec80af3673fc885bde2fd6a69d9db0435d13d49b9c5700dcf8ee55e1c3de25f,IP_b64014446a06b0482221f5feb92a306ac4b5c450c1da019533f59fc7c787b500
r_cname,Domain_d3586aaba48d7384bdea22ce4abd82557788b4e06ac712a9d7bf21219735926c,Domain_3977be4c08410d7bd1ad003fc7c7145f425837e671a61c7fac2e322d00778e5f
r_dns_a,Domain_d3586aaba48d7384bdea22ce4abd82557788b4e06ac712a9d7bf21219735926c,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_ed6d84b772e5cf5f55e6487fdc4b5225b6ef90368a06c1a7b9a83d3c1d6de924,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_ed6d84b772e5cf5f55e6487fdc4b5225b6ef90368a06c1a7b9a83d3c1d6de924,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_subdomain,Domain_ed6d84b772e5cf5f55e6487fdc4b5225b6ef90368a06c1a7b9a83d3c1d6de924,Domain_8505e4527617446cdd9f1b769f6c9178ad0a1f93fb9712e504653047a0190bf8
r_subdomain,Domain_ed6d84b772e5cf5f55e6487fdc4b5225b6ef90368a06c1a7b9a83d3c1d6de924,Domain_3e9623cdbc2c0492409e167011429bcb9a84df4ef63e3ba9d7ac39bfce812cba
r_subdomain,Domain_30bcd70475580814038387af7cc8fd420232156e20788415218444e77f0f1c05,Domain_8d621adc2eb2b0436d8041aa6a5e73b9dc35af3e16d44b5abde0a2cc6b2d4673
r_dns_a,Domain_49ee95edff715981e8e38f3ee615a119354840f14cf6d8e93330da6b9d8f45a6,IP_c62267bcba0aba06a784ae88c0ac33b947ce43e07d1d1b1aa5012d1fd1ba9278
r_dns_a,Domain_bcd860a1ed039d72e74b3b9bbbafd4d6741998de77b1f4c4702a3297d4dbcdd6,IP_c43a43e8424035eed6bcad60103fab0abb966f75671ec05a72fdfa022e4adf11
r_cname,Domain_bcd860a1ed039d72e74b3b9bbbafd4d6741998de77b1f4c4702a3297d4dbcdd6,Domain_c7aa9c25333843ac626937c87721f649d581d92ad791f717b6941da22e51e3dc
r_cname,Domain_6a2715b07c87811341778890578cf5a3316b2df01bde30b265256b9ddb68ac20,Domain_c65fdeac8f962bbaa699698aba43ba2455c7c1e03926ba2045bf3dbf67fbd845
r_dns_a,Domain_6a2715b07c87811341778890578cf5a3316b2df01bde30b265256b9ddb68ac20,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_6a2715b07c87811341778890578cf5a3316b2df01bde30b265256b9ddb68ac20,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_asn,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe,ASN_d3a0896bd69ed12cf02c4c2c88f2cfe5c621f966dd95a24831427b77a87a0f08
r_cidr,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe,IP_CIDR_982a4b68db05358145816dca7695aa1889c8502845bfca3ce334b412f1abf9ba
r_dns_a,Domain_e593311b5112e9559154bb35577fe96c533aef2c1e19a316cc9acb891011b48f,IP_aabca6424f0c2f75959003efa57136233d2dafb8e0e607fe2eaaee813ed303be
r_cname,Domain_e593311b5112e9559154bb35577fe96c533aef2c1e19a316cc9acb891011b48f,Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee
r_cname,Domain_c648548e379629ba396160cce1b2004738ba2e864cdc11ca5ffafd288f93df31,Domain_c65fdeac8f962bbaa699698aba43ba2455c7c1e03926ba2045bf3dbf67fbd845
r_dns_a,Domain_c648548e379629ba396160cce1b2004738ba2e864cdc11ca5ffafd288f93df31,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_c648548e379629ba396160cce1b2004738ba2e864cdc11ca5ffafd288f93df31,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_dns_a,Domain_928cb9f6f60a6e04376def6333e5bad7b1e4b744ec0f77c51bfbc1845e75f07e,IP_16fb107840dae8aac3bc990abc7370c6c188d0daa654fdd323f4997748c14425
r_subdomain,Domain_928cb9f6f60a6e04376def6333e5bad7b1e4b744ec0f77c51bfbc1845e75f07e,Domain_cdc60ecb4349720435a4667fcb8a1b54200581b511606e5dfcb95fe8086714ef
r_cname,Domain_3d51a043a938869db9eeb252bc186188b099a8bf492947d07cc479081d9eb774,Domain_c65fdeac8f962bbaa699698aba43ba2455c7c1e03926ba2045bf3dbf67fbd845
r_dns_a,Domain_3d51a043a938869db9eeb252bc186188b099a8bf492947d07cc479081d9eb774,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_3d51a043a938869db9eeb252bc186188b099a8bf492947d07cc479081d9eb774,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_subdomain,Domain_3d51a043a938869db9eeb252bc186188b099a8bf492947d07cc479081d9eb774,Domain_66a197ac4f19aeea5d06f21038afd4083568278a551d65f1deb81ddd5f826e7c
r_subdomain,Domain_fff799a179697703c0dd35844b6c69ad1523eb98d0006ad876463ec01bd058d0,Domain_0932f6684202c00318e9fd54fa180212de380020323bad57b37fc0655709aed6
r_dns_a,Domain_3977be4c08410d7bd1ad003fc7c7145f425837e671a61c7fac2e322d00778e5f,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_subdomain,Domain_40084b04d1feee9a86293494501b6d3203298a555f313e63900c1bd1d12ea664,Domain_178fc7df14c31f9242eda8d5233ed13823b20a8b5716e7e42e6dcdfc10018f31
r_subdomain,Domain_40084b04d1feee9a86293494501b6d3203298a555f313e63900c1bd1d12ea664,Domain_cd4b482d10fa3935de6fccd7ba4b0fbf3c57fb67f46893b5eb8a86a959fd1216
r_subdomain,Domain_5a6c18c1b49cbcb0ad426c8aaf83d6fa90e17a2dc6d415bb13010e2f6daa5487,Domain_6688bbb7f0396f5883e25569881640de5db5d9c31f98d863d8d0c2e9826332be
r_subdomain,Domain_5a6c18c1b49cbcb0ad426c8aaf83d6fa90e17a2dc6d415bb13010e2f6daa5487,Domain_a372673c1cb34a37b17f6d99445e9bd71550cad9c95b64af1583d06140bf8984
r_subdomain,Domain_5a6c18c1b49cbcb0ad426c8aaf83d6fa90e17a2dc6d415bb13010e2f6daa5487,Domain_8c5d365ceb8835c76dcfa21e0b7c148bad37ecd93fb14b87175cfa2aedf9fd6a
r_subdomain,Domain_5a6c18c1b49cbcb0ad426c8aaf83d6fa90e17a2dc6d415bb13010e2f6daa5487,Domain_8b3db931f5cfd5ff196abae86173e8e41f43d98962cc98fb500536425400b98e
r_cname,Domain_8d6666947fc054d2b87630334b660525d998f95e7c4d4a3e34937858170e921e,Domain_1091690bb832bf666240a9acb49c38f950833e15981896138d9128ae37f57cdd
r_dns_a,Domain_8d6666947fc054d2b87630334b660525d998f95e7c4d4a3e34937858170e921e,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_asn,IP_aabca6424f0c2f75959003efa57136233d2dafb8e0e607fe2eaaee813ed303be,ASN_d3a0896bd69ed12cf02c4c2c88f2cfe5c621f966dd95a24831427b77a87a0f08
r_cidr,IP_aabca6424f0c2f75959003efa57136233d2dafb8e0e607fe2eaaee813ed303be,IP_CIDR_982a4b68db05358145816dca7695aa1889c8502845bfca3ce334b412f1abf9ba
r_cert,Domain_66aae0078c531ae6abccead9533fb4519482ad67bd8d2d5c4525f0347776238f,Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff
r_subdomain,Domain_66aae0078c531ae6abccead9533fb4519482ad67bd8d2d5c4525f0347776238f,Domain_f1d8c913ed90d1893536d73662f50016ea2e71e9bb4b62491dc1c63b86e080ba
r_dns_a,Domain_66aae0078c531ae6abccead9533fb4519482ad67bd8d2d5c4525f0347776238f,IP_2a86a361837bdcaa50cc584f509b04a2b03b5e6dea43a162ea286bc0552b078a
r_cname,Domain_de09df6147a843b73e011fd915c23e981b8235741e616b0023e0964eb9c911ff,Domain_c65fdeac8f962bbaa699698aba43ba2455c7c1e03926ba2045bf3dbf67fbd845
r_dns_a,Domain_de09df6147a843b73e011fd915c23e981b8235741e616b0023e0964eb9c911ff,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_de09df6147a843b73e011fd915c23e981b8235741e616b0023e0964eb9c911ff,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_subdomain,Domain_de09df6147a843b73e011fd915c23e981b8235741e616b0023e0964eb9c911ff,Domain_93173d5f0a9ceaa5d0661ac9d0b83c0a61c9cbbaa9b408114eb26569d9746315
r_cname,Domain_8c5d365ceb8835c76dcfa21e0b7c148bad37ecd93fb14b87175cfa2aedf9fd6a,Domain_3977be4c08410d7bd1ad003fc7c7145f425837e671a61c7fac2e322d00778e5f
r_dns_a,Domain_8c5d365ceb8835c76dcfa21e0b7c148bad37ecd93fb14b87175cfa2aedf9fd6a,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_cname,Domain_990dd764ad4d23b83c3304dcb0b75b1abcd89ec6049a2ce80db7b700059efc66,Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee
r_subdomain,Domain_990dd764ad4d23b83c3304dcb0b75b1abcd89ec6049a2ce80db7b700059efc66,Domain_61e0c03d4acab59a7ddfd903865ee6ea4f523b5a1a162c9765cc540d097982c8
r_dns_a,Domain_990dd764ad4d23b83c3304dcb0b75b1abcd89ec6049a2ce80db7b700059efc66,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe
r_cname,Domain_fa433a188267d0acb31758422f0ec403ae05f77e214b8a438c2bed6a5eaa1383,Domain_3d54b43bff86613c4b552a5755599230bab92a4d4e8c8473e0234d81fcf07171
r_dns_a,Domain_fa433a188267d0acb31758422f0ec403ae05f77e214b8a438c2bed6a5eaa1383,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_subdomain,Domain_fa52a37d1899d8c12eab793ea44e998e9f7cc0a0cbd695d953d542a46da29bea,Domain_ce23bb8f6944499bc18f0698a009877764f404035a6c0c4821c397e2e8f636a2
r_cname,Domain_5676e368d7da6779de3903bdf6cc6849ce00532188be303f77040f8d55abc3d7,Domain_992f7f62d8805b233d6c0ea4f2c7f846e2e2cee10b81fd59a992e29f47de8a77
r_dns_a,Domain_5676e368d7da6779de3903bdf6cc6849ce00532188be303f77040f8d55abc3d7,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe
r_cname,Domain_59425a3e6ea3e5dc950841b039fd2d2d06ee2862a294664d3349aca023992887,Domain_992f7f62d8805b233d6c0ea4f2c7f846e2e2cee10b81fd59a992e29f47de8a77
r_dns_a,Domain_59425a3e6ea3e5dc950841b039fd2d2d06ee2862a294664d3349aca023992887,IP_aabca6424f0c2f75959003efa57136233d2dafb8e0e607fe2eaaee813ed303be
r_cname,Domain_f6ad199db85d1551d95924ec1edab93f85faef9f19880dc5351b9b5dd7de1da5,Domain_3d54b43bff86613c4b552a5755599230bab92a4d4e8c8473e0234d81fcf07171
r_dns_a,Domain_f6ad199db85d1551d95924ec1edab93f85faef9f19880dc5351b9b5dd7de1da5,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_cname,Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,Domain_c65fdeac8f962bbaa699698aba43ba2455c7c1e03926ba2045bf3dbf67fbd845
r_dns_a,Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_subdomain,Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,Domain_7501bf66889e88833ce1e780aa9cc1168f7b4252b66fe247fb214bff6ed4d3e6
r_subdomain,Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,Domain_37d71547bf8c82b50ebf4668231462efe31e6d01754385faf6b84e5b94181b7a
r_subdomain,Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,Domain_7233519dcfd52bf09a34e0a0d25199ddf5a7c70428057ac496fcb5d7e1e12231
r_cert,Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4,Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff
r_subdomain,Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4,Domain_007abc6b2af745778d0a04ad5b09d2f516cdeaacba3fbad2ec4f7e6303e962d6
r_dns_a,Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4,IP_6b89dc91187023a5f7683e4d5c0da1cc133abc109dfcf7091daf6fca3fa15e13
r_cname,Domain_b6063e16d8baa05292afb5fcd6a8a503bf6cef18e87de7f9d6a132aec9d182b4,Domain_7ca2095c57948f984bd50622005b235b28b271ebe5218a00bb12448fd2a5522a
r_dns_a,Domain_27de6af0c8bd208f77fd22ba598474889639c150414147d125f8b1b22cc1f9f3,IP_aabca6424f0c2f75959003efa57136233d2dafb8e0e607fe2eaaee813ed303be
r_cname,Domain_27de6af0c8bd208f77fd22ba598474889639c150414147d125f8b1b22cc1f9f3,Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee
r_cert,Domain_13a3d8b80a3e4fa45d6eab9fcfd71e9e0a5f3dedc529c138f1a583092032cc14,Cert_e77f8e5dafef3d6fb569c5d1bd5e4ab65bc2f9acb4a15df1a2b49492b2a86c28
r_subdomain,Domain_13a3d8b80a3e4fa45d6eab9fcfd71e9e0a5f3dedc529c138f1a583092032cc14,Domain_d5735b5587ed7c341528c43f23d930f9a9b86e3fc00d50c06b1b94a5d61d1c9e
r_dns_a,Domain_13a3d8b80a3e4fa45d6eab9fcfd71e9e0a5f3dedc529c138f1a583092032cc14,IP_6b89dc91187023a5f7683e4d5c0da1cc133abc109dfcf7091daf6fca3fa15e13
r_cname,Domain_13a3d8b80a3e4fa45d6eab9fcfd71e9e0a5f3dedc529c138f1a583092032cc14,Domain_7ca2095c57948f984bd50622005b235b28b271ebe5218a00bb12448fd2a5522a
r_subdomain,Domain_3e3c85f011b5feabb97cea465357233fcb6d691a86a0dc875a726691cedd16bc,Domain_3f45804872f14b1e6a3495a224ba65ceb7cde3894633913aed80c153767b5a17
r_subdomain,Domain_3e3c85f011b5feabb97cea465357233fcb6d691a86a0dc875a726691cedd16bc,Domain_84211c4e3cc94913052413f238dc78ccc973a104a2dd55e691eaeb9f5338d857
r_dns_a,Domain_f4c5aac594d6cd95e0912d7e1dcbe47595ed14652d1176de517d73e68253b244,IP_41fcfc3c79898b784f30db8631bf8734ca9cefde9971cd8e4fb38a5362bdecba
r_cname,Domain_f4c5aac594d6cd95e0912d7e1dcbe47595ed14652d1176de517d73e68253b244,Domain_8a792dbe6c9543d7ea001ea6b495115c1030fde13887ccfa3b6f430337d99152
r_cname,Domain_4e3e795c161a215407a674bcae05029826b2992c6aa33d92dda2b57a4de4a312,Domain_3977be4c08410d7bd1ad003fc7c7145f425837e671a61c7fac2e322d00778e5f
r_dns_a,Domain_4e3e795c161a215407a674bcae05029826b2992c6aa33d92dda2b57a4de4a312,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_subdomain,Domain_2455ddf0dfc76ce30d925fd0544da1d6cbcfb55c754df4628a8e3ce5e3f7e26a,Domain_6e141819ddd39b1bccfbae8e5acdf3c291ec65fb9802b43c98b081af8e621b5b
r_cname,Domain_ab3af001d4601f743f2c7a18e68193a11c29daec9cecdd271bb83ede85a1ebd7,Domain_6a19fab92c060e934e3531769d30771e53ac1a672690cf0e2e9fe1bf65c1d723
r_dns_a,Domain_ab3af001d4601f743f2c7a18e68193a11c29daec9cecdd271bb83ede85a1ebd7,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_ab3af001d4601f743f2c7a18e68193a11c29daec9cecdd271bb83ede85a1ebd7,IP_88ff1d58ba6c74b8b885f8be7dd46bb207255f1ca612ec2dcb08206bef76739f
r_cname,Domain_b296ab8e2fd5dbb98f77d71532902624bbd5e92b4d69559e979796bf11293a74,Domain_1091690bb832bf666240a9acb49c38f950833e15981896138d9128ae37f57cdd
r_dns_a,Domain_b296ab8e2fd5dbb98f77d71532902624bbd5e92b4d69559e979796bf11293a74,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_01270b89faafac8b73d70fba5fd7e78258716d39be42af042cb5367cbcb56210,IP_5afc5503ceee16f7e7d6c8c90392d66507aebd8d496243e565cda5c9dd82184d
r_dns_a,Domain_01270b89faafac8b73d70fba5fd7e78258716d39be42af042cb5367cbcb56210,IP_9ff61420e05e52cbebf987a4cb8b71bb51a5c25ea7222e5d77ffc9ed556fbc24
r_cname,Domain_82b06d590d59166b9a2ee31663cc37aa584a9851224e20053bd9c55c25f25a7a,Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee
r_subdomain,Domain_82b06d590d59166b9a2ee31663cc37aa584a9851224e20053bd9c55c25f25a7a,Domain_259e54fd0ecec3d1adcbcbbee63398c00ec02a188157335166ac06714935b4f6
r_dns_a,Domain_82b06d590d59166b9a2ee31663cc37aa584a9851224e20053bd9c55c25f25a7a,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe
r_dns_a,Domain_b5288139beb0756328c8ff4dda2212b4c832046e73dfb5afe48d281460ca183f,IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe
